date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:53:40	23413/23413	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/favicons/apple-icon-180x180.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/favicons/apple-icon-180x180.png	(from https://html.themehour.net/atek/)
16:53:41	26118/26118	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/favicons/android-icon-192x192.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/favicons/android-icon-192x192.png	(from https://html.themehour.net/atek/)
16:53:41	1936/1936	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/favicons/favicon-32x32.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/favicons/favicon-32x32.png	(from https://html.themehour.net/atek/)
16:53:41	8673/8673	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/favicons/favicon-96x96.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/favicons/favicon-96x96.png	(from https://html.themehour.net/atek/)
16:53:41	757/757	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/favicons/favicon-16x16.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/favicons/favicon-16x16.png	(from https://html.themehour.net/atek/)
16:53:41	720/720	---M-Z	200	added ('OK')	application/json	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/favicons/manifest.json	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/favicons/manifest.json	(from https://html.themehour.net/atek/)
16:53:42	16558/16558	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/favicons/ms-icon-144x144.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/favicons/ms-icon-144x144.png	(from https://html.themehour.net/atek/)
16:53:42	153111/153111	---M-Z	200	added ('OK')	text/css	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/css/bootstrap.min.css	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/css/bootstrap.min.css	(from https://html.themehour.net/atek/)
16:53:42	18451/18451	---M-Z	200	added ('OK')	text/css	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/css/swiper-bundle.min.css	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/css/swiper-bundle.min.css	(from https://html.themehour.net/atek/)
16:53:42	51904/51904	---M-Z	200	added ('OK')	text/css	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/css/style.css	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/css/style.css	(from https://html.themehour.net/atek/)
16:53:43	105888/105888	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/index.html	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/index-2.html	(from https://html.themehour.net/atek/)
16:53:43	11425/11425	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/logo2.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/logo2.svg	(from https://html.themehour.net/atek/)
16:53:43	6159/6159	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/logo.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/logo.svg	(from https://html.themehour.net/atek/)
16:53:43	3392/3392	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/logo-icon.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/logo-icon.svg	(from https://html.themehour.net/atek/)
16:53:44	229187/229187	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/hero-bg.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/hero-bg.jpg	(from https://html.themehour.net/atek/)
16:53:45	806/806	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/icons/html5.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/icons/html5.svg	(from https://html.themehour.net/atek/)
16:53:45	840/840	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/icons/css3.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/icons/css3.svg	(from https://html.themehour.net/atek/)
16:53:45	5587/5587	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/icons/sass2.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/icons/sass2.svg	(from https://html.themehour.net/atek/)
16:53:45	43776/43776	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/icons/bootstrap.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/icons/bootstrap.svg	(from https://html.themehour.net/atek/)
16:53:45	18682/18682	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/icons/code.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/icons/code.svg	(from https://html.themehour.net/atek/)
16:53:46	51530/51530	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/icons/sass.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/icons/sass.svg	(from https://html.themehour.net/atek/)
16:53:47	34103/34103	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/icons/google_font.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/icons/google_font.svg	(from https://html.themehour.net/atek/)
16:53:47	18730/18730	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/icons/docs.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/icons/docs.svg	(from https://html.themehour.net/atek/)
16:53:47	27252/27252	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/icons/support.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/icons/support.svg	(from https://html.themehour.net/atek/)
16:53:47	151487/151487	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/icons/w3c.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/icons/w3c.svg	(from https://html.themehour.net/atek/)
16:53:48	14408/14408	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/icons/responsive.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/icons/responsive.svg	(from https://html.themehour.net/atek/)
16:53:48	9519/9519	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/icons/font_awesome.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/icons/font_awesome.svg	(from https://html.themehour.net/atek/)
16:53:48	2970/2970	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/icons/swiper.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/icons/swiper.svg	(from https://html.themehour.net/atek/)
16:53:48	21874/21874	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/icons/jquery.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/icons/jquery.svg	(from https://html.themehour.net/atek/)
16:53:48	842994/842994	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/hero-thumb.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/hero-thumb.png	(from https://html.themehour.net/atek/)
16:53:49	33338/33338	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/icons/seo.svg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/icons/seo.svg	(from https://html.themehour.net/atek/)
16:53:49	78954/78954	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:03%20GMT	https://html.themehour.net/atek/demo/index.html	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/demo/index.html	(from https://html.themehour.net/atek/)
16:53:49	178217/178217	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/pages/index.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/pages/index.jpg	(from https://html.themehour.net/atek/)
16:53:50	74645/74645	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:03%20GMT	https://html.themehour.net/atek/demo/home-startup-tech-agency.html	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/demo/home-startup-tech-agency.html	(from https://html.themehour.net/atek/)
16:53:50	183735/183735	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/pages/home-startup-tech-agency.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/pages/home-startup-tech-agency.jpg	(from https://html.themehour.net/atek/)
16:53:50	76439/76439	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:03%20GMT	https://html.themehour.net/atek/demo/home-ai-machine.html	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/demo/home-ai-machine.html	(from https://html.themehour.net/atek/)
16:53:50	249325/249325	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/pages/home-ai-machine.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/pages/home-ai-machine.jpg	(from https://html.themehour.net/atek/)
16:53:50	99302/99302	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:03%20GMT	https://html.themehour.net/atek/demo/home-consulting.html	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/demo/home-consulting.html	(from https://html.themehour.net/atek/)
16:53:51	87619/87619	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:03%20GMT	https://html.themehour.net/atek/demo/home-cloud.html	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/demo/home-cloud.html	(from https://html.themehour.net/atek/)
16:53:51	246950/246950	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/pages/home-cloud.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/pages/home-cloud.jpg	(from https://html.themehour.net/atek/)
16:53:51	68969/68969	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:03%20GMT	https://html.themehour.net/atek/demo/home-startup.html	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/demo/home-startup.html	(from https://html.themehour.net/atek/)
16:53:51	267496/267496	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/pages/home-consulting.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/pages/home-consulting.jpg	(from https://html.themehour.net/atek/)
16:53:52	68061/68061	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:03%20GMT	https://html.themehour.net/atek/demo/home-cybersecurity.html	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/demo/home-cybersecurity.html	(from https://html.themehour.net/atek/)
16:53:52	255453/255453	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/pages/home-startup.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/pages/home-startup.jpg	(from https://html.themehour.net/atek/)
16:53:52	221810/221810	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/pages/home-cybersecurity.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/pages/home-cybersecurity.jpg	(from https://html.themehour.net/atek/)
16:53:52	55678/55678	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:03%20GMT	https://html.themehour.net/atek/demo/home-sass.html	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/demo/home-sass.html	(from https://html.themehour.net/atek/)
16:53:52	181837/181837	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/pages/home-sass.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/pages/home-sass.jpg	(from https://html.themehour.net/atek/)
16:53:53	74414/74414	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:03%20GMT	https://html.themehour.net/atek/demo/home-tech-support.html	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/demo/home-tech-support.html	(from https://html.themehour.net/atek/)
16:53:53	238413/238413	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/pages/home-tech-support.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/pages/home-tech-support.jpg	(from https://html.themehour.net/atek/)
16:53:53	92697/92697	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:03%20GMT	https://html.themehour.net/atek/demo/home-software-development.html	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/demo/home-software-development.html	(from https://html.themehour.net/atek/)
16:53:53	225658/225658	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/pages/home-software-development.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/pages/home-software-development.jpg	(from https://html.themehour.net/atek/)
16:53:53	62886/62886	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:03%20GMT	https://html.themehour.net/atek/demo/home-app-development.html	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/demo/home-app-development.html	(from https://html.themehour.net/atek/)
16:53:54	213548/213548	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/pages/home-app-development.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/pages/home-app-development.jpg	(from https://html.themehour.net/atek/)
16:53:54	75355/75355	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:03%20GMT	https://html.themehour.net/atek/demo/home-it-solutions.html	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/demo/home-it-solutions.html	(from https://html.themehour.net/atek/)
16:53:54	217252/217252	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/pages/home-it-solutions.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/pages/home-it-solutions.jpg	(from https://html.themehour.net/atek/)
16:53:54	69694/69694	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:03%20GMT	https://html.themehour.net/atek/demo/home-digital-transformation.html	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/demo/home-digital-transformation.html	(from https://html.themehour.net/atek/)
16:53:55	210708/210708	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/pages/home-digital-transformation.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/pages/home-digital-transformation.jpg	(from https://html.themehour.net/atek/)
16:53:55	69598/69598	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:03%20GMT	https://html.themehour.net/atek/demo/home-data-analytics.html	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/demo/home-data-analytics.html	(from https://html.themehour.net/atek/)
16:53:55	237556/237556	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/pages/home-data-analytics.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/pages/home-data-analytics.jpg	(from https://html.themehour.net/atek/)
16:53:55	81728/81728	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:03%20GMT	https://html.themehour.net/atek/demo/home-blockchain-fintech.html	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/demo/home-blockchain-fintech.html	(from https://html.themehour.net/atek/)
16:53:55	140193/140193	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/pages/home-blockchain-fintech.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/pages/home-blockchain-fintech.jpg	(from https://html.themehour.net/atek/)
16:53:56	6293/6293	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/device-ml.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/device-ml.png	(from https://html.themehour.net/atek/)
16:53:56	151707/151707	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/responsive_bg.jpg	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/responsive_bg.jpg	(from https://html.themehour.net/atek/)
16:53:57	74728/74728	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/index-2-ml.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/index-2-ml.png	(from https://html.themehour.net/atek/)
16:53:57	75685/75685	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/index-1-ml.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/index-1-ml.png	(from https://html.themehour.net/atek/)
16:53:58	12360/12360	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/device-xl.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/device-xl.png	(from https://html.themehour.net/atek/)
16:53:58	97935/97935	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/index-3-ml.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/index-3-ml.png	(from https://html.themehour.net/atek/)
16:53:59	111135/111135	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/index-2-xl.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/index-2-xl.png	(from https://html.themehour.net/atek/)
16:53:59	118480/118480	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/index-1-xl.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/index-1-xl.png	(from https://html.themehour.net/atek/)
16:53:59	147010/147010	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/index-3-xl.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/index-3-xl.png	(from https://html.themehour.net/atek/)
16:54:00	3689/3689	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/device-lg.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/device-lg.png	(from https://html.themehour.net/atek/)
16:54:00	52879/52879	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/index-1-lg.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/index-1-lg.png	(from https://html.themehour.net/atek/)
16:54:01	3549/3549	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/device-xs.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/device-xs.png	(from https://html.themehour.net/atek/)
16:54:01	64314/64314	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/index-3-lg.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/index-3-lg.png	(from https://html.themehour.net/atek/)
16:54:01	54173/54173	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/index-2-lg.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/index-2-lg.png	(from https://html.themehour.net/atek/)
16:54:01	22373/22373	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/index-1-xs.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/index-1-xs.png	(from https://html.themehour.net/atek/)
16:54:01	18546/18546	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/index-2-xs.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/index-2-xs.png	(from https://html.themehour.net/atek/)
16:54:01	24281/24281	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:02%20GMT	https://html.themehour.net/atek/assets/img/responsive/index-3-xs.png	D:/php/laravel/abc/public/assets/templates/atek/html.themehour.net/atek/assets/img/responsive/index-3-xs.png	(from https://html.themehour.net/atek/)
